Caller ID,Receiver ID,Call Duration (s),Carrier,Cost ($),Network Latency (ms),Time of Day,Timestamp
4457582233,2711263708,268,T-Mobile,16.08,67.7,Peak,2025-03-04 10:41:45.648210
9992963600,6106254862,537,T-Mobile,32.22,242.47,Off-Peak,2025-03-18 19:41:45.648210
4840609651,9632544489,504,Jio,15.12,87.1,Peak,2025-03-03 05:41:45.648210
3156976309,1329956493,444,T-Mobile,26.64,178.32,Peak,2025-03-30 22:41:45.648210
9245014417,8421359404,530,Jio,15.9,297.77,Off-Peak,2025-03-25 02:41:45.648210
7760224537,9247768652,390,T-Mobile,23.4,272.7,Off-Peak,2025-03-02 05:41:45.648210
5316456410,6461785631,254,T-Mobile,15.24,262.54,Peak,2025-03-29 02:41:45.648210
5988005801,4938500588,179,Jio,5.37,184.01,Off-Peak,2025-03-07 21:41:45.648210
6819961540,5566611323,193,Vodafone,7.72,291.93,Off-Peak,2025-03-09 20:41:45.648210
8811351882,1566146874,503,T-Mobile,30.18,173.42,Off-Peak,2025-03-25 20:41:45.648210
5524398664,4053602874,325,T-Mobile,19.5,134.47,Peak,2025-03-28 23:41:45.648210
1852226054,2489518339,207,AT&T,10.35,194.22,Peak,2025-03-05 19:41:45.648210
2985014398,8473362959,194,Verizon,13.58,55.85,Off-Peak,2025-03-05 19:41:45.648210
2310201669,2078644594,117,Jio,3.51,114.64,Off-Peak,2025-03-16 08:41:45.648210
3749859262,3605473309,422,T-Mobile,25.32,207.88,Peak,2025-03-10 12:41:45.648210
1350732486,5907279537,139,Vodafone,5.56,276.44,Peak,2025-03-19 11:41:45.648210
7236011947,6064746018,575,AT&T,28.75,211.94,Off-Peak,2025-03-28 00:41:45.648210
6015145572,2321241863,176,Verizon,12.32,111.86,Peak,2025-03-31 14:41:45.648210
8674631181,6514660427,143,Vodafone,5.72,193.2,Off-Peak,2025-03-19 14:41:45.648210
1196915496,2715251254,433,Verizon,30.31,97.08,Peak,2025-03-15 15:41:45.648210
7332603093,2730185283,432,Vodafone,17.28,133.83,Off-Peak,2025-03-29 17:41:45.648210
4260442469,1281660872,600,Vodafone,24.0,74.57,Off-Peak,2025-03-12 20:41:45.648210
9585105985,8012085453,20,Jio,0.6,82.94,Off-Peak,2025-03-11 06:41:45.648210
6407187846,2046021003,209,Jio,6.27,114.51,Off-Peak,2025-03-04 15:41:45.648210
3570460681,9994832293,238,T-Mobile,14.28,236.52,Off-Peak,2025-03-23 00:41:45.648210
4294010080,3005954962,43,AT&T,2.15,218.33,Peak,2025-03-04 13:41:45.648210
1687743691,6573945796,368,Verizon,25.76,247.62,Off-Peak,2025-03-25 03:41:45.648210
5032512713,5831713056,312,Verizon,21.84,171.89,Off-Peak,2025-03-17 04:41:45.648210
4274511782,1529290636,475,Verizon,33.25,186.23,Off-Peak,2025-03-26 00:41:45.648210
7513530430,2920421345,49,AT&T,2.45,105.33,Peak,2025-03-27 18:41:45.648210
9791101416,9084854991,458,Verizon,32.06,214.5,Off-Peak,2025-03-15 14:41:45.648210
7824721239,1048559925,471,T-Mobile,28.26,269.71,Peak,2025-03-01 21:41:45.648210
1936809493,4923453516,52,Jio,1.56,192.14,Off-Peak,2025-03-24 19:41:45.648210
8435722306,1322723566,470,T-Mobile,28.2,139.54,Off-Peak,2025-03-02 10:41:45.648210
7225737487,7821999736,35,Vodafone,1.4,52.03,Peak,2025-03-28 14:41:45.648210
9705109227,8359723611,305,AT&T,15.25,254.46,Peak,2025-03-09 22:41:45.648210
8881782336,1405888112,409,Vodafone,16.36,61.42,Peak,2025-03-28 15:41:45.648210
7536085538,7886440079,445,Vodafone,17.8,281.87,Peak,2025-03-01 21:41:45.648210
4716379058,1887031481,369,AT&T,18.45,240.36,Off-Peak,2025-03-24 13:41:45.648210
5135256512,3901485783,119,Vodafone,4.76,80.27,Off-Peak,2025-03-09 03:41:45.648210
2612824564,6106443769,243,AT&T,12.15,52.68,Off-Peak,2025-03-14 13:41:45.648210
9885826665,2235936598,35,Vodafone,1.4,252.75,Off-Peak,2025-03-03 20:41:45.648210
8397201954,9750713104,69,T-Mobile,4.14,63.09,Peak,2025-03-12 21:41:45.648210
8874725987,1089921892,29,Verizon,2.03,134.31,Off-Peak,2025-03-15 18:41:45.648210
2966335144,7151947343,184,T-Mobile,11.04,279.38,Off-Peak,2025-03-04 08:41:45.648210
2522596700,1041168151,332,Verizon,23.24,81.99,Off-Peak,2025-03-10 04:41:45.648210
3832239036,2528072177,474,Vodafone,18.96,114.4,Peak,2025-03-20 22:41:45.648210
6280039204,5561317952,433,Vodafone,17.32,68.05,Peak,2025-03-05 01:41:45.648210
6515331419,9648165307,358,AT&T,17.9,252.22,Off-Peak,2025-03-15 04:41:45.648210
1786106806,5514377763,451,AT&T,22.55,81.96,Off-Peak,2025-03-24 16:41:45.648210
6093001353,6985848655,202,T-Mobile,12.12,59.43,Peak,2025-03-07 01:41:45.648210
9464024252,2076501052,335,Vodafone,13.4,175.75,Off-Peak,2025-03-10 07:41:45.648210
9293214065,8293198187,533,Verizon,37.31,225.01,Off-Peak,2025-03-14 13:41:45.648210
8237766983,5235375887,381,Vodafone,15.24,140.42,Peak,2025-03-15 14:41:45.648210
8560932030,1803981853,152,T-Mobile,9.12,144.2,Peak,2025-03-08 18:41:45.648210
8089953595,4285334606,349,AT&T,17.45,62.28,Peak,2025-03-07 09:41:45.648210
7778768721,1693912026,67,Jio,2.01,188.18,Peak,2025-03-04 21:41:45.648210
9557309535,3735659776,392,Vodafone,15.68,87.73,Peak,2025-03-20 14:41:45.648210
7521563076,6122523071,268,Verizon,18.76,156.62,Peak,2025-03-06 23:41:45.648210
4294259001,9187530614,416,Jio,12.48,256.26,Off-Peak,2025-03-30 00:41:45.648210
2695617840,5267803203,398,Vodafone,15.92,160.6,Off-Peak,2025-03-26 00:41:45.648210
8163511234,8992529893,325,T-Mobile,19.5,82.56,Off-Peak,2025-03-07 13:41:45.648210
4277848735,2057852095,550,Jio,16.5,220.22,Off-Peak,2025-03-24 08:41:45.648210
6214500906,5873353278,413,T-Mobile,24.78,228.42,Peak,2025-03-27 14:41:45.648210
5753772971,3610795496,391,Vodafone,15.64,184.62,Off-Peak,2025-03-27 04:41:45.648210
9345552569,6458160079,160,Vodafone,6.4,160.8,Off-Peak,2025-03-27 06:41:45.648210
9575405498,6599857256,530,Verizon,37.1,131.27,Peak,2025-03-28 05:41:45.648210
4092031892,7582823038,408,T-Mobile,24.48,245.75,Off-Peak,2025-03-08 04:41:45.648210
5529546256,7524714124,418,T-Mobile,25.08,286.76,Off-Peak,2025-03-04 15:41:45.648210
2616027879,4801080891,260,AT&T,13.0,67.37,Off-Peak,2025-03-07 22:41:45.648210
7569319304,3327231672,441,Verizon,30.87,130.27,Off-Peak,2025-03-08 13:41:45.648210
8717693700,4205206027,208,Jio,6.24,186.57,Off-Peak,2025-03-29 07:41:45.648210
4137234019,8794227685,581,Vodafone,23.24,153.92,Off-Peak,2025-03-02 22:41:45.648210
6574737324,9445141844,183,AT&T,9.15,124.95,Off-Peak,2025-03-29 13:41:45.648210
5711127138,9237962473,337,Verizon,23.59,296.85,Peak,2025-03-18 16:41:45.648210
1319251899,3268751419,267,Verizon,18.69,161.29,Peak,2025-03-11 10:41:45.648210
3475769837,8277504742,466,Jio,13.98,238.13,Peak,2025-03-20 17:41:45.648210
4798159349,9519656370,233,T-Mobile,13.98,217.23,Off-Peak,2025-03-04 05:41:45.648210
1244418416,2197465712,121,Vodafone,4.84,238.92,Off-Peak,2025-03-27 18:41:45.648210
3738964238,2061382390,175,Jio,5.25,106.93,Off-Peak,2025-03-06 18:41:45.648210
2252405930,1681196952,506,Vodafone,20.24,288.05,Off-Peak,2025-03-26 01:41:45.648210
9301975857,9284908897,60,T-Mobile,3.6,63.69,Off-Peak,2025-03-17 04:41:45.648210
5820751747,4612208086,297,AT&T,14.85,289.71,Off-Peak,2025-03-11 04:41:45.648210
3007557458,1058197039,457,Jio,13.71,184.66,Off-Peak,2025-03-16 18:41:45.648210
9440559034,3282381164,449,T-Mobile,26.94,72.41,Off-Peak,2025-03-26 18:41:45.648210
9677880062,9622473605,339,Jio,10.17,295.73,Off-Peak,2025-03-16 10:41:45.648210
3580489739,5539989659,451,Vodafone,18.04,115.79,Off-Peak,2025-03-28 15:41:45.648210
2948042439,2681234600,136,T-Mobile,8.16,262.15,Off-Peak,2025-04-01 01:41:45.648210
9814996377,3343370432,396,Jio,11.88,223.76,Peak,2025-03-27 12:41:45.648210
1465250468,5387961464,312,Jio,9.36,269.17,Peak,2025-03-07 10:41:45.648210
8673770813,2160803122,200,Vodafone,8.0,114.24,Peak,2025-03-15 15:41:45.648210
5786828626,5443087562,260,AT&T,13.0,235.16,Off-Peak,2025-03-25 18:41:45.648210
7314857423,7271307011,487,Jio,14.61,282.23,Peak,2025-03-22 20:41:45.648210
6051472595,8413744536,167,Jio,5.01,106.64,Peak,2025-03-22 14:41:45.648210
5150703975,2243341420,430,Vodafone,17.2,61.59,Peak,2025-03-29 22:41:45.648210
5487352910,9953775184,184,Verizon,12.88,130.75,Peak,2025-03-20 05:41:45.648210
3586524426,9404638677,119,AT&T,5.95,104.38,Peak,2025-03-09 20:41:45.648210
6417449775,5670523962,453,Vodafone,18.12,259.59,Peak,2025-03-15 17:41:45.648210
1340824865,1422830967,581,Verizon,40.67,275.63,Off-Peak,2025-03-27 08:41:45.648210
6353121359,6506325377,175,Verizon,12.25,98.13,Peak,2025-03-04 19:41:45.648210
5981955881,3230560386,14,T-Mobile,0.84,196.25,Off-Peak,2025-03-27 09:41:45.648210
8580866556,2923469474,130,Verizon,9.1,152.68,Peak,2025-03-19 16:41:45.648210
5274479581,7834447808,460,Jio,13.8,127.2,Peak,2025-03-19 22:41:45.648210
1882711449,3570635016,396,AT&T,19.8,170.67,Off-Peak,2025-03-02 06:41:45.648210
2315670938,6968168893,594,Verizon,41.58,51.07,Off-Peak,2025-03-24 23:41:45.648210
5016085745,8302540381,428,Verizon,29.96,289.17,Peak,2025-03-12 18:41:45.648210
5782338689,6939191744,565,T-Mobile,33.9,291.65,Off-Peak,2025-03-12 00:41:45.648210
4109154518,6765150951,102,Jio,3.06,142.09,Off-Peak,2025-03-07 22:41:45.648210
9216711780,5695848287,478,T-Mobile,28.68,117.97,Peak,2025-04-01 00:41:45.648210
2414268250,2431287633,180,T-Mobile,10.8,184.34,Off-Peak,2025-03-25 21:41:45.648210
8516431208,6705644583,492,Verizon,34.44,276.81,Off-Peak,2025-03-08 01:41:45.648210
3632254312,3752966677,320,Jio,9.6,217.79,Peak,2025-03-26 04:41:45.648210
4532127278,5706318601,475,Verizon,33.25,257.2,Peak,2025-03-04 16:41:45.648210
6629084174,3862505664,101,Jio,3.03,113.59,Off-Peak,2025-03-21 12:41:45.648210
3707472399,5398375157,112,AT&T,5.6,240.66,Off-Peak,2025-03-11 17:41:45.648210
3414925228,2096599435,385,Jio,11.55,297.1,Off-Peak,2025-03-24 01:41:45.648210
7222426320,1843209391,378,T-Mobile,22.68,192.29,Peak,2025-03-13 18:41:45.648210
4704810436,1147435514,371,T-Mobile,22.26,209.62,Peak,2025-03-11 18:41:45.648210
7804116891,3524173088,408,Vodafone,16.32,144.49,Peak,2025-03-15 01:41:45.648210
4058689888,9944617447,211,AT&T,10.55,268.69,Off-Peak,2025-03-10 16:41:45.648210
6979092545,6778099585,458,Vodafone,18.32,264.55,Off-Peak,2025-03-06 11:41:45.648210
8023307069,2254731905,368,Jio,11.04,179.85,Peak,2025-03-14 22:41:45.648210
8599463559,1493533500,262,Verizon,18.34,89.68,Peak,2025-03-07 22:41:45.648210
2765928209,3336762713,355,AT&T,17.75,61.45,Peak,2025-03-24 05:41:45.648210
3648445612,3475337480,38,T-Mobile,2.28,278.9,Off-Peak,2025-03-18 23:41:45.648210
1320494636,5159044580,572,T-Mobile,34.32,224.26,Off-Peak,2025-03-26 18:41:45.648210
1381905951,2427862175,396,Vodafone,15.84,174.98,Peak,2025-04-01 02:41:45.648210
1483155414,8997556891,438,T-Mobile,26.28,136.95,Off-Peak,2025-03-17 00:41:45.648210
8270705213,4697637823,63,Vodafone,2.52,275.04,Peak,2025-03-13 06:41:45.648210
1953345510,4346214391,501,T-Mobile,30.06,211.85,Off-Peak,2025-03-29 14:41:45.648210
9566288227,7558657468,495,Vodafone,19.8,166.16,Off-Peak,2025-03-07 13:41:45.648210
9683466176,1123845526,541,Vodafone,21.64,135.76,Peak,2025-03-31 20:41:45.648210
6844714299,9580122411,534,T-Mobile,32.04,84.1,Peak,2025-03-29 23:41:45.648210
8559901312,4298100706,212,Vodafone,8.48,114.97,Peak,2025-03-23 19:41:45.648210
4335756013,9367598247,437,Vodafone,17.48,174.53,Off-Peak,2025-03-09 15:41:45.648210
2071208251,3525131266,72,Jio,2.16,143.37,Peak,2025-03-30 12:41:45.648210
7263966796,9758644564,377,Verizon,26.39,287.45,Off-Peak,2025-03-06 05:41:45.648210
4593044760,1967500079,516,AT&T,25.8,103.95,Off-Peak,2025-03-28 02:41:45.648210
7920453392,3262753914,310,Vodafone,12.4,240.16,Off-Peak,2025-03-06 10:41:45.648210
2154175170,1839422902,457,AT&T,22.85,179.25,Peak,2025-03-02 17:41:45.648210
2300260102,7860320242,299,Verizon,20.93,285.43,Off-Peak,2025-03-25 14:41:45.648210
5091635844,6405316038,88,Verizon,6.16,239.16,Off-Peak,2025-03-03 01:41:45.648210
9857890141,1371318674,319,Verizon,22.33,81.27,Peak,2025-03-03 12:41:45.648210
5292792345,5942659849,203,T-Mobile,12.18,263.31,Off-Peak,2025-03-27 22:41:45.648210
3854077797,3881271998,460,T-Mobile,27.6,220.16,Peak,2025-03-04 17:41:45.648210
7250605190,9244698598,227,Vodafone,9.08,251.88,Off-Peak,2025-03-05 15:41:45.648210
5302824836,1155272511,584,T-Mobile,35.04,77.65,Off-Peak,2025-03-26 17:41:45.648210
5358379234,6100002499,396,Vodafone,15.84,292.96,Peak,2025-03-22 00:41:45.648210
3169679625,4575399038,207,Vodafone,8.28,85.66,Peak,2025-03-26 05:41:45.648210
9542930957,4034025011,154,Jio,4.62,195.26,Off-Peak,2025-03-29 05:41:45.648210
3865996642,5773813361,300,Verizon,21.0,135.9,Peak,2025-03-14 10:41:45.648210
4107069366,1366841059,156,T-Mobile,9.36,55.39,Peak,2025-03-11 23:41:45.648210
1633756818,7102787747,239,AT&T,11.95,193.33,Peak,2025-03-16 06:41:45.648210
7511586312,9928497964,196,Jio,5.88,195.12,Peak,2025-03-25 09:41:45.648210
7504567558,4718980742,430,AT&T,21.5,280.9,Peak,2025-03-15 19:41:45.648210
6116380998,8184521966,404,Verizon,28.28,182.56,Peak,2025-03-18 11:41:45.648210
7991402195,3325670698,502,T-Mobile,30.12,59.52,Off-Peak,2025-03-10 16:41:45.648210
6034317039,8279920573,470,T-Mobile,28.2,247.77,Peak,2025-03-02 11:41:45.648210
5330679815,1675883560,217,T-Mobile,13.02,197.33,Off-Peak,2025-03-28 16:41:45.648210
4877513371,6944551783,344,Jio,10.32,234.01,Off-Peak,2025-03-31 20:41:45.648210
6763601719,5317785021,18,Vodafone,0.72,251.68,Off-Peak,2025-03-10 14:41:45.648210
5934896551,5432600963,250,Jio,7.5,270.97,Peak,2025-03-05 06:41:45.648210
7004716272,4051696191,212,Jio,6.36,147.8,Peak,2025-03-28 15:41:45.648210
1563662128,8403164644,477,Vodafone,19.08,143.0,Off-Peak,2025-03-29 04:41:45.648210
8341272724,4502680839,296,AT&T,14.8,238.05,Off-Peak,2025-03-03 00:41:45.648210
1946155778,2224942237,131,Jio,3.93,282.61,Peak,2025-03-05 18:41:45.648210
9427333628,6422633242,251,Vodafone,10.04,135.27,Peak,2025-03-27 11:41:45.648210
6711989601,9497637959,373,T-Mobile,22.38,251.04,Off-Peak,2025-03-26 06:41:45.648210
1485071570,8230860030,10,AT&T,0.5,146.97,Peak,2025-03-30 00:41:45.648210
5385826020,3973368774,287,Vodafone,11.48,285.22,Off-Peak,2025-03-28 08:41:45.648210
7224792509,1665795781,77,T-Mobile,4.62,245.89,Off-Peak,2025-03-28 13:41:45.648210
3753815948,9651798509,139,Jio,4.17,267.64,Peak,2025-03-09 17:41:45.648210
9802541046,3660839249,163,AT&T,8.15,172.07,Off-Peak,2025-03-07 18:41:45.648210
2701549982,3965088878,18,AT&T,0.9,246.17,Off-Peak,2025-04-01 01:41:45.648210
2502124909,2072282575,566,Verizon,39.62,244.17,Peak,2025-03-06 22:41:45.648210
5788602543,2391886979,526,AT&T,26.3,274.68,Off-Peak,2025-03-26 17:41:45.648210
1371120532,2206898121,206,T-Mobile,12.36,135.74,Off-Peak,2025-03-11 15:41:45.648210
2380359336,3436180467,107,Jio,3.21,152.03,Off-Peak,2025-03-17 13:41:45.648210
8265482676,9900186180,58,Verizon,4.06,234.62,Peak,2025-03-26 16:41:45.648210
3316698057,7649553829,323,Jio,9.69,96.13,Off-Peak,2025-03-02 05:41:45.648210
4836167519,3575980798,440,Jio,13.2,240.09,Off-Peak,2025-03-20 00:41:45.648210
2653477070,7972120533,34,AT&T,1.7,118.69,Peak,2025-03-04 04:41:45.648210
1948220719,4993185069,299,T-Mobile,17.94,242.69,Off-Peak,2025-03-30 14:41:45.648210
1666490189,2633880842,356,AT&T,17.8,133.36,Off-Peak,2025-03-22 04:41:45.648210
1720475572,9376930293,95,Jio,2.85,71.79,Peak,2025-03-15 20:41:45.648210
3965456907,8942174602,187,Verizon,13.09,230.51,Off-Peak,2025-03-14 14:41:45.648210
2235487381,1045622084,151,Jio,4.53,253.83,Off-Peak,2025-03-13 22:41:45.648210
5068693924,9237785991,117,Jio,3.51,55.93,Off-Peak,2025-03-17 17:41:45.648210
9199395078,9264277134,536,T-Mobile,32.16,79.47,Peak,2025-03-08 23:41:45.648210
3706867517,5500127385,205,AT&T,10.25,194.6,Off-Peak,2025-03-15 14:41:45.648210
3742027547,1771282085,182,Jio,5.46,240.9,Peak,2025-03-02 17:41:45.648210
5514340970,1690370734,134,Verizon,9.38,109.77,Peak,2025-03-17 18:41:45.648210
8796583222,3236384225,242,AT&T,12.1,209.19,Peak,2025-03-15 00:41:45.648210
7485391087,4839255398,104,T-Mobile,6.24,207.64,Peak,2025-03-02 22:41:45.648210
1911050528,5612758969,420,Vodafone,16.8,145.35,Peak,2025-03-04 13:41:45.648210
2043787734,5806591477,300,T-Mobile,18.0,105.64,Peak,2025-04-01 15:41:45.648210
7568390490,9274171667,539,T-Mobile,32.34,122.56,Peak,2025-03-29 17:41:45.648210
5487804943,3083256090,514,T-Mobile,30.84,66.34,Peak,2025-03-05 09:41:45.648210
6662816953,4297621131,424,Vodafone,16.96,59.51,Off-Peak,2025-03-11 17:41:45.648210
7160779663,3846014794,90,T-Mobile,5.4,279.51,Off-Peak,2025-03-15 18:41:45.648210
1071643812,2626912883,384,T-Mobile,23.04,237.54,Peak,2025-03-21 06:41:45.648210
1967581340,7234334613,149,Vodafone,5.96,84.69,Peak,2025-03-05 04:41:45.648210
4699096239,9823364721,469,T-Mobile,28.14,159.77,Peak,2025-03-22 15:41:45.648210
9885568816,4100383379,326,AT&T,16.3,53.66,Peak,2025-03-07 10:41:45.648210
2963767768,2327094288,186,Verizon,13.02,161.91,Peak,2025-03-14 18:41:45.648210
9585363444,3317967704,275,Vodafone,11.0,196.56,Off-Peak,2025-03-11 05:41:45.648210
3253940695,7523667573,99,Vodafone,3.96,201.15,Off-Peak,2025-03-21 00:41:45.648210
7950292405,1276293116,307,Vodafone,12.28,250.39,Peak,2025-03-17 18:41:45.648210
9644312378,7999822773,395,T-Mobile,23.7,242.43,Off-Peak,2025-03-13 18:41:45.648210
6398450189,8600643113,389,Jio,11.67,84.64,Off-Peak,2025-03-23 21:41:45.648210
2419289825,7997880753,266,Vodafone,10.64,208.83,Off-Peak,2025-03-20 03:41:45.648210
8011556386,7072661283,390,T-Mobile,23.4,232.11,Off-Peak,2025-03-31 06:41:45.648210
2978974595,6254635414,503,T-Mobile,30.18,223.16,Off-Peak,2025-03-29 20:41:45.648210
5811873162,2394106471,70,Vodafone,2.8,116.0,Off-Peak,2025-03-10 18:41:45.648210
3420510200,2025225733,28,Verizon,1.96,181.11,Off-Peak,2025-03-12 19:41:45.648210
5043156877,4549729649,232,AT&T,11.6,51.92,Off-Peak,2025-03-18 15:41:45.648210
5844216203,7926383351,582,Verizon,40.74,238.49,Peak,2025-03-09 13:41:45.648210
8930360446,8870141864,140,Vodafone,5.6,120.97,Peak,2025-03-02 20:41:45.648210
2682317561,4995985334,582,Verizon,40.74,210.79,Off-Peak,2025-03-29 20:41:45.648210
5143770680,5492873665,520,Vodafone,20.8,194.92,Off-Peak,2025-03-11 04:41:45.648210
8022355089,1783059612,111,Vodafone,4.44,246.92,Peak,2025-03-27 18:41:45.648210
3547540672,3847062029,570,Jio,17.1,180.74,Off-Peak,2025-03-23 23:41:45.648210
9151141944,8648500747,500,Jio,15.0,190.06,Off-Peak,2025-03-15 19:41:45.648210
2833207544,6347769017,405,Verizon,28.35,76.9,Peak,2025-03-29 05:41:45.648210
6358826830,8028269879,547,AT&T,27.35,142.33,Off-Peak,2025-03-14 10:41:45.648210
1575123309,5198828621,307,T-Mobile,18.42,125.34,Peak,2025-03-23 15:41:45.648210
4325271277,2488014753,53,Vodafone,2.12,113.73,Peak,2025-03-28 16:41:45.648210
6735517290,4038464058,148,Verizon,10.36,224.42,Peak,2025-03-25 23:41:45.648210
2835402796,6559095347,424,Verizon,29.68,176.9,Off-Peak,2025-03-11 15:41:45.648210
8329154632,3474958135,570,Vodafone,22.8,288.15,Peak,2025-03-11 10:41:45.648210
7031814556,4419155151,342,Vodafone,13.68,100.87,Off-Peak,2025-03-25 11:41:45.648210
5455954922,7647355441,147,Verizon,10.29,80.32,Peak,2025-03-15 06:41:45.648210
7171633342,8523945753,517,AT&T,25.85,185.46,Off-Peak,2025-03-26 06:41:45.648210
4303250750,8441686277,23,AT&T,1.15,115.78,Peak,2025-03-22 10:41:45.648210
4969121141,3081544044,538,AT&T,26.9,127.91,Peak,2025-03-29 06:41:45.648210
8616986624,9103764218,351,Vodafone,14.04,218.78,Off-Peak,2025-03-18 04:41:45.648210
7680667439,3165157972,475,Jio,14.25,234.76,Peak,2025-03-10 18:41:45.648210
6196135489,1146099508,257,Verizon,17.99,201.19,Peak,2025-03-29 21:41:45.648210
7581795669,8439064840,31,Vodafone,1.24,85.67,Peak,2025-03-19 05:41:45.648210
6897487270,4156383821,448,Jio,13.44,156.0,Off-Peak,2025-03-25 19:41:45.648210
7960777285,5269025890,409,Vodafone,16.36,243.86,Peak,2025-03-16 18:41:45.648210
9482899492,6307078204,319,Vodafone,12.76,89.6,Peak,2025-03-30 09:41:45.648210
1041228235,6793537251,510,AT&T,25.5,284.31,Off-Peak,2025-03-30 04:41:45.648210
1962955911,2797431476,577,T-Mobile,34.62,236.92,Peak,2025-03-28 11:41:45.648210
8067291219,3665968024,246,Vodafone,9.84,236.71,Peak,2025-03-24 01:41:45.648210
1807370640,7236325703,527,AT&T,26.35,210.1,Off-Peak,2025-03-22 01:41:45.648210
3812130637,9217633762,189,Jio,5.67,283.92,Off-Peak,2025-03-05 20:41:45.648210
5551542315,8452714830,561,Verizon,39.27,97.73,Peak,2025-03-20 13:41:45.648210
2857647620,4796723032,323,Jio,9.69,148.85,Off-Peak,2025-03-02 16:41:45.648210
3637034725,6037886660,162,Jio,4.86,90.63,Peak,2025-03-02 19:41:45.648210
3978564984,9590478303,323,Vodafone,12.92,237.47,Off-Peak,2025-03-08 08:41:45.648210
9563933837,4799290213,217,Verizon,15.19,127.81,Off-Peak,2025-03-07 22:41:45.648210
4735593791,9337062190,329,T-Mobile,19.74,116.69,Peak,2025-03-18 08:41:45.648210
8299230223,7324542103,506,AT&T,25.3,185.67,Peak,2025-03-08 15:41:45.648210
5067072236,1736414344,358,Jio,10.74,257.98,Peak,2025-03-08 20:41:45.648210
3167744783,1877983263,173,Vodafone,6.92,214.67,Peak,2025-03-02 20:41:45.648210
1915296387,9484073478,445,AT&T,22.25,98.57,Peak,2025-03-21 06:41:45.648210
3849695132,1130170000,385,T-Mobile,23.1,298.82,Off-Peak,2025-03-29 23:41:45.648210
8846913499,6073577061,204,Vodafone,8.16,85.85,Off-Peak,2025-03-11 10:41:45.648210
7062517347,2972023603,379,Jio,11.37,299.5,Off-Peak,2025-03-23 04:41:45.648210
5672158174,1937616539,414,Vodafone,16.56,106.23,Off-Peak,2025-03-16 03:41:45.648210
2352196843,6816635649,110,Vodafone,4.4,156.2,Off-Peak,2025-03-10 01:41:45.648210
9099889440,2770072792,391,T-Mobile,23.46,267.33,Off-Peak,2025-03-15 00:41:45.648210
6429430442,9256958947,32,AT&T,1.6,243.74,Peak,2025-03-31 14:41:45.648210
3107417062,2087021816,529,AT&T,26.45,53.34,Off-Peak,2025-03-08 12:41:45.648210
8709074727,8554312080,228,Vodafone,9.12,249.89,Off-Peak,2025-03-28 02:41:45.648210
8052215174,4510043838,239,AT&T,11.95,182.4,Off-Peak,2025-03-11 18:41:45.648210
2451319268,5116934670,255,AT&T,12.75,243.51,Peak,2025-03-15 04:41:45.648210
4177143213,6581130599,303,Jio,9.09,296.95,Peak,2025-03-27 12:41:45.648210
7610089587,6371979449,101,T-Mobile,6.06,210.78,Off-Peak,2025-03-21 10:41:45.648210
8217770272,8008466274,240,AT&T,12.0,152.23,Off-Peak,2025-03-03 08:41:45.648210
7839362924,4767694674,429,AT&T,21.45,82.7,Off-Peak,2025-03-03 01:41:45.648210
3133032309,2485671697,205,Verizon,14.35,110.28,Off-Peak,2025-03-12 13:41:45.648210
2121184617,8726465034,186,Verizon,13.02,116.37,Peak,2025-03-15 13:41:45.648210
5178980694,8742487287,85,AT&T,4.25,284.13,Off-Peak,2025-03-21 16:41:45.648210
5891062346,4702036107,533,Jio,15.99,175.93,Peak,2025-04-01 05:41:45.648210
2111597662,1687728079,529,T-Mobile,31.74,209.32,Off-Peak,2025-03-24 18:41:45.648210
9235989638,7410377043,534,Vodafone,21.36,53.6,Off-Peak,2025-03-29 00:41:45.648210
5075875555,4567408582,185,Vodafone,7.4,235.87,Peak,2025-03-22 00:41:45.648210
8726252557,9608744360,409,T-Mobile,24.54,107.47,Peak,2025-03-26 21:41:45.648210
5662152643,1720319214,247,T-Mobile,14.82,106.8,Off-Peak,2025-03-05 07:41:45.648210
8424339377,2918880489,140,T-Mobile,8.4,237.21,Peak,2025-03-18 09:41:45.648210
8945250348,2142883468,547,T-Mobile,32.82,290.2,Off-Peak,2025-03-02 21:41:45.648210
8507972653,7504481789,291,T-Mobile,17.46,76.08,Off-Peak,2025-03-22 17:41:45.648210
4234807062,6802099774,159,Jio,4.77,174.9,Peak,2025-03-09 08:41:45.648210
1212489180,7918904102,242,AT&T,12.1,124.51,Off-Peak,2025-03-04 01:41:45.648210
1625480146,4737612317,362,T-Mobile,21.72,113.87,Peak,2025-03-25 00:41:45.648210
7161567182,3866498367,271,Verizon,18.97,182.98,Off-Peak,2025-03-03 20:41:45.648210
1154754190,2729008823,590,AT&T,29.5,124.32,Peak,2025-03-25 19:41:45.648210
8603718854,6857867442,521,T-Mobile,31.26,165.34,Peak,2025-03-30 07:41:45.648210
8809537475,3597956352,223,Vodafone,8.92,108.6,Off-Peak,2025-03-13 07:41:45.648210
3761842954,4320907721,491,AT&T,24.55,95.94,Peak,2025-03-23 13:41:45.648210
3543030500,5781381782,83,AT&T,4.15,141.32,Peak,2025-03-28 22:41:45.648210
1490064315,2511293384,378,AT&T,18.9,210.31,Peak,2025-03-21 22:41:45.648210
6229564903,7551147456,216,AT&T,10.8,158.39,Off-Peak,2025-03-23 02:41:45.648210
